ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2053-07-31,33,50671,563,Employed,Associate,12,22638,36,Divorced,0.0,Own,190.0,0.1437358246692006,2,1,0.321572288671816,0,Home,0,23,22,13929,839,128828,10366,4222.583333333333,0.936829477031875,5.0,118462,0.2261379999999999,0.2434315853717117,892.2372894703211,0.2562974378568383,49.0,0
2022-12-11,20,48703,482,Self-Employed,High School,0,10310,36,Divorced,1.0,Mortgage,662.0,0.3595357483611625,2,1,0.5164777393352248,0,Other,0,19,5,1841,2027,26929,3823,4058.5833333333335,0.9334826355732722,10.0,23106,0.25431,0.2731011444124332,422.625139547714,0.2672422987202548,64.0,0
2019-04-15,33,37192,618,Employed,Bachelor,11,78659,96,Married,0.0,Mortgage,688.0,0.1693790140043759,3,0,0.257537316978459,0,Home,0,23,2,8580,213,34591,4410,3099.333333333333,0.6972432177415442,3.0,30181,0.304659,0.2986054063483754,2161.503737543511,0.919392472857661,53.0,0
2068-08-15,34,65072,584,Employed,Master,11,13421,84,Single,0.0,Rent,373.0,0.32067439656168,3,0,0.176296900176552,0,Home,0,20,28,19225,1788,294414,179740,5422.666666666667,0.6806472550238369,8.0,114674,0.246421,0.2787080937212704,364.7223301796654,0.1360441966153796,36.8,1
2057-01-18,45,71991,597,Unemployed,Associate,26,22784,48,Single,2.0,Mortgage,314.0,0.3478948798652045,7,1,0.1501585744265895,0,Home,0,30,15,1188,7721,60160,32406,3595.833333333333,0.6902724082182665,3.0,27754,0.219284,0.2146286683506854,711.2069991733207,0.2851097100829628,53.0,0
2018-04-18,42,63709,517,Unemployed,Bachelor,18,22221,48,Single,0.0,Mortgage,623.0,0.2838588898758306,2,3,0.4732130443935223,0,Auto,0,41,18,3930,136,80888,12851,5309.083333333333,0.6208073821759903,3.0,68037,0.258721,0.2654236406441723,756.0285458271679,0.2597488981137047,57.0,0
2023-12-13,36,67333,426,Employed,High School,13,19562,48,Married,0.0,Mortgage,254.0,0.3900149885098027,3,0,0.3035528288378484,1,Education,0,20,10,76062,110,76172,23314,5611.083333333333,0.5673459617735852,6.0,52858,0.301562,0.2843808957357495,686.690320270148,0.1676486097937382,64.0,0
2050-07-25,36,39099,541,Employed,Bachelor,13,18323,60,Married,2.0,Rent,237.0,0.4802882507985698,2,2,0.3376688816740689,0,Home,0,24,26,2704,4744,73639,25091,3258.25,0.9346075598702154,,48548,0.252823,0.2581970573991908,546.6451809980523,0.2405110660624728,56.0,0
2025-09-17,45,34364,565,Employed,High School,22,30787,36,Single,0.0,Mortgage,201.0,0.2079583190077525,3,0,0.0257645543045277,0,Debt Consolidation,0,24,27,1799,778,23324,17092,2863.6666666666665,0.9338092928942272,6.0,6232,0.233287,0.2426674122979401,1212.1778811489332,0.4934854665867536,51.0,0
2028-10-06,58,36973,571,Employed,High School,35,27526,48,Married,3.0,Rent,194.0,0.5618594253713475,1,1,0.0738705889881997,0,Home,0,23,20,10531,209,29232,4085,3081.083333333333,0.5565448644904266,1.0,25147,0.237026,0.25405194693341,918.914862092178,0.3612089455847818,52.0,0
2048-07-25,68,58565,635,Employed,Master,45,25134,96,Married,2.0,Other,152.0,0.0701525265779419,1,1,0.5481468588878372,0,Auto,0,22,3,1466,2121,18179,17597,4880.416666666667,0.6143927473451231,5.0,2989,0.242634,0.2577018792736562,620.4498026253902,0.158275380030815,57.0,0
2068-12-15,24,133711,605,Employed,Master,0,4342,60,Married,2.0,Mortgage,366.0,0.3604592893742731,3,0,0.1511924612563997,0,Auto,1,19,15,5394,1249,325717,18591,11142.583333333334,0.8634309855698288,,307126,0.206842,0.2141907277155182,118.49158072771392,0.0434810821004447,36.0,1
2032-04-12,46,223250,660,Employed,Doctorate,22,67594,108,Married,2.0,Other,688.0,0.1560827997472223,3,1,0.2458394459018353,0,Auto,1,24,2,3725,469,256099,109183,18604.166666666668,0.9940335501654152,,146916,0.282594,0.2907893551336786,1771.405104617039,0.1321964669894937,49.0,0
2069-01-06,37,21957,464,Employed,Bachelor,10,17466,60,Single,3.0,Own,285.0,0.2656060046551254,3,1,0.4005103505087439,0,Home,0,35,18,3423,1194,30353,3282,1829.75,0.779286300581574,4.0,27071,0.290466,0.3217210764385373,588.607224189485,0.4774462217185325,58.0,0
2054-08-16,34,23223,625,Employed,Bachelor,10,"$20,230",36,Married,1.0,Rent,294.0,0.1876701745491179,3,1,0.1408024655650932,0,Home,0,22,28,292,5786,52493,75356,1935.25,0.7535526487169789,6.0,1825,0.19273,0.1559527622991599,707.191175455002,0.5173446197933094,48.0,0
2069-12-07,29,48252,509,Employed,High School,9,26840,48,Married,,Rent,954.0,0.3447950583372802,2,0,0.2580373963898913,0,Debt Consolidation,0,20,29,10776,4050,124276,14889,4021.0,0.8379466427941107,1.0,109387,0.26734,0.2384752226687594,872.772324538614,0.4543079643219632,49.0,0
2032-11-23,32,93931,531,Employed,Bachelor,8,20726,60,Married,2.0,Rent,276.0,0.5126042642450742,1,1,0.2231303024803224,0,Home,0,29,1,3024,5456,233076,14805,7827.583333333333,0.9690644064111854,,218271,0.260226,0.2814697756305452,647.1600215331229,0.1179367861344761,52.0,0
2038-11-16,72,54271,645,Employed,Bachelor,48,19040,36,Widowed,4.0,Other,406.0,0.2473709216520261,1,1,0.2633128113462272,0,Education,0,21,11,869,2949,23308,42028,4522.583333333333,0.8635325076448337,5.0,9519,0.18154,0.1711440991227575,679.9125645485022,0.2401089122106102,49.0,0
2028-11-26,77,34802,681,Employed,Master,57,9935,60,Widowed,4.0,Mortgage,771.0,0.6790336446167119,2,1,0.4347269035986075,0,Debt Consolidation,1,24,15,4978,895,35591,8039,2900.1666666666665,0.9151749395208908,6.0,27552,0.174435,0.209322,268.3963551801322,0.3583919390311357,59.0,0
2055-12-10,35,27635,627,Self-Employed,Bachelor,13,7607,60,Divorced,5.0,Mortgage,856.0,0.6750336394979346,3,1,0.2340704549428575,0,Debt Consolidation,0,17,6,2234,668,107346,14952,2302.9166666666665,0.7733307594249494,7.0,92394,0.199107,0.1922567304156694,198.27556652957824,0.4578001374472568,56.0,0
2041-08-07,59,122033,545,Employed,Associate,39,9237,84,Single,0.0,Rent,615.0,0.1496067235118337,2,0,0.226422299058798,0,Debt Consolidation,0,23,20,3950,1416,160217,6571,5084.708333333333,0.6922832415717428,5.0,153646,0.261737,0.2922685506763973,259.3281684548999,0.0859762361120254,36.0,1
2048-09-18,47,106903,541,Employed,Associate,27,13420,48,Married,0.0,Mortgage,535.0,0.39929869289211,2,0,0.3477093391692387,0,Home,0,27,4,700,1176,33605,9651,8908.583333333334,0.8575761941732547,3.0,23954,0.23792,0.2542694392170928,448.1702658282662,0.1103621338029727,44.8,1
2037-09-13,43,118235,656,Employed,Bachelor,22,16217,36,Married,1.0,Rent,878.0,0.4109855932081748,4,0,0.0615039411351558,0,Auto,0,20,26,1252,876,117163,16838,9852.916666666666,0.7905692782459713,3.0,100325,0.173217,0.1877026919207377,592.5687391531502,0.149252123904409,32.0,1
2031-10-12,48,48945,636,Employed,Master,24,24666,36,Married,1.0,Mortgage,211.0,0.2827668530125532,2,2,0.3122925076666903,0,Home,0,21,20,1086,69,14210,55588,4078.75,0.8839000217205029,6.0,8029,0.191666,0.1575883055789218,864.249360817093,0.2636222766330598,41.6,1
2020-04-01,56,23603,570,Employed,Bachelor,33,"$22,466",72,Divorced,4.0,Mortgage,682.0,0.1244956945144092,6,1,0.1492460594344646,0,Other,0,28,19,2060,1883,32007,15824,1966.9166666666667,0.8755929797913753,8.0,16183,0.252466,0.2888936873317095,659.8678286684166,0.682218952845867,51.0,0
2035-12-02,40,15696,593,Employed,Associate,18,20435,48,Married,1.0,Mortgage,752.0,0.4912569254439536,2,1,0.245969022805885,0,Auto,1,21,20,774,6346,308061,12470,1308.0,0.8361419612900259,6.0,295591,0.218935,0.2427311259851673,669.3076679150312,1.086626657427394,55.0,0
2059-05-21,32,98945,634,Employed,Bachelor,12,20418,60,Single,0.0,Rent,248.0,0.1496690528046361,1,0,0.2700254685401222,0,Debt Consolidation,0,22,8,21053,3071,159245,71546,8245.416666666666,0.9153069156405792,6.0,87699,0.208418,0.2031099874189831,544.4913996140381,0.0961129596782905,36.8,1
2058-02-06,52,43540,518,,Associate,31,26307,72,Married,,Rent,237.0,0.1322835644398277,3,1,0.0498391798601591,0,Auto,0,33,1,4351,755,938318,39792,1814.1666666666667,0.6604994000737671,4.0,898526,0.282307,0.2546806522996984,716.2107729180627,0.2627131206939998,36.8,1
2021-12-16,32,61196,509,Employed,Master,8,18144,60,Married,0.0,Mortgage,350.0,0.4516524564543815,3,2,0.2078602796768125,0,Home,0,15,12,8837,2562,93127,33291,2549.8333333333335,0.8807165776014733,2.0,59836,0.268644,0.2720083865145656,556.2130294672144,0.1777004437153829,51.0,0
2027-03-21,33,66880,633,Employed,Master,10,19470,48,Married,1.0,Mortgage,167.0,0.2979954162913836,5,1,0.4880705349951681,0,Auto,0,22,8,4279,3973,76087,23940,5573.333333333333,0.6466822363054859,6.0,52147,0.19797,0.2073131380451413,600.0918927891935,0.1376361051655251,41.6,1
2024-03-24,26,27954,573,Employed,Master,4,13554,60,Single,3.0,Own,586.0,0.157024821844522,2,2,0.3962282796345658,0,Education,0,31,26,4261,281,38713,24290,2329.5,0.5399459627900064,7.0,14423,0.232054,0.2592110232348997,405.1802731090743,0.4254905658334725,55.0,0
2041-09-23,28,39759,593,Employed,High School,5,39338,24,Married,3.0,Mortgage,428.0,0.2222315095274772,0,0,0.3636856534510098,0,Other,0,29,22,3705,5259,285120,12479,3313.25,0.7775945239466653,,272641,0.217838,0.2217747338755928,2044.2321278859667,0.7461652842031138,49.0,0
2021-12-15,44,47454,509,Employed,High School,18,31897,36,Single,2.0,Mortgage,253.0,0.298441382953752,0,1,0.2691995138264452,0,Debt Consolidation,1,23,29,2056,1646,116543,25842,3954.5,0.8421064432793559,2.0,90701,0.262397,0.2511477291773629,1270.1561799038102,0.3851703577958807,57.0,0
2042-05-16,42,106359,551,Employed,High School,17,21910,120,Divorced,1.0,Rent,473.0,0.3365024208954916,2,3,0.177420052785838,0,Debt Consolidation,0,26,20,13945,3566,30242,8615,8863.25,0.8787668995830354,7.0,21627,0.3014099999999999,0.2956109821832709,570.4965639454717,0.1177329494198484,49.0,0
2050-07-08,37,47755,629,,High School,16,42854,36,Married,0.0,Own,764.0,0.5141957675718541,3,0,0.0444477511068825,0,Other,0,26,18,1674,500,239864,36198,3979.5833333333335,0.7263917103144205,2.0,203666,0.213354,0.2318124042833932,1662.9172456904444,0.6098420468701776,45.0,0
2024-04-07,32,154395,432,Unemployed,Bachelor,9,26979,60,Married,0.0,Own,236.0,0.3710756507244551,-2,1,0.811771985760107,0,Debt Consolidation,0,23,2,909,1233,48524,104735,12866.25,0.6648217112277222,8.0,6140,0.3159789999999999,0.3248387822461762,914.4672538262596,0.089417449048966,50.400000000000006,1
2067-02-23,53,57501,634,Employed,Bachelor,32,28305,96,Married,0.0,Own,406.0,0.1361829790160203,2,0,0.2262552503494904,0,Other,0,19,22,909,3555,97615,12756,4791.75,0.4850122265617548,12.0,84859,0.246305,0.2803558999926298,742.1297870583267,0.2396055276377788,46.0,0
2032-08-01,33,53107,517,Employed,High School,12,21423,48,Single,,Mortgage,418.0,0.3221942739315547,3,1,0.5189243362661068,0,Debt Consolidation,0,11,20,1369,1143,100614,32519,2293.9166666666665,0.7917578974775142,4.0,68095,0.257923,0.2238391543530881,679.4277134305532,0.4784078381649522,56.0,0
2030-06-11,44,22692,572,Employed,Bachelor,22,25434,36,Single,1.0,Other,1654.0,0.2530818870316288,3,1,0.4911218137237739,0,Auto,0,19,18,1810,588,93154,15491,1891.0,0.843261107426914,2.0,77663,0.224434,0.2007043890651458,946.1316656659674,1.3750035249423411,56.0,0
2023-05-11,18,41040,580,Employed,High School,0,17998,60,Married,4.0,Rent,181.0,0.600172424436322,-4,0,0.5816277317167619,0,Education,1,24,22,10934,640,106567,6529,3420.0,0.6505739802359497,5.0,100038,0.2329979999999999,0.2319344812658221,509.3744563123728,0.2018638761147289,63.0,0
2038-10-15,30,156023,506,Employed,Bachelor,5,52905,96,Married,1.0,Rent,649.0,0.3125517587828804,2,0,0.1361303233026148,0,Education,1,24,8,453,3225,20993,6089,13001.916666666666,0.6018480877866308,4.0,14904,0.334905,0.2969210328036141,1447.596711831313,0.1612528956754821,55.0,0
2030-03-20,62,35951,482,Employed,Doctorate,40,25627,36,Married,3.0,Mortgage,211.0,0.4447518305389528,3,0,0.2633186606251695,0,Education,0,28,14,1900,3345,185207,10010,2995.9166666666665,0.706665978946484,7.0,175197,0.269627,0.2599782015318105,1032.4979748891378,0.4150642735576105,50.0,0
2054-06-14,26,40016,518,Employed,High School,2,18942,48,Divorced,1.0,Rent,1026.0,0.1013279378016932,1,0,0.2801677198450393,0,Debt Consolidation,0,22,14,2395,737,147839,17342,3334.6666666666665,0.6871580402558104,3.0,130497,0.254942,0.2758511118009589,655.6802791455302,0.5043023627985397,48.0,0
2062-07-02,49,78667,547,Self-Employed,Bachelor,29,13165,60,Divorced,2.0,Own,454.0,0.5683369353679459,2,0,0.4715783789024282,0,Home,1,26,23,16297,136,16433,24870,3277.7916666666665,0.6747861345884685,8.0,1610,0.244665,0.2752543655458573,406.1422373756745,0.1312075819404336,66.0,0
2044-05-12,29,43973,950,Employed,Bachelor,5,"$42,414",48,Single,0.0,Rent,186.0,0.3046624221407344,3,0,0.4515491135440493,0,Auto,0,22,8,12990,303,161204,10364,3664.4166666666665,0.7317646620689944,2.0,150840,0.248914,0.2075505796597175,1307.797560079828,0.4076494831136819,54.0,0
2030-06-18,50,79970,624,Employed,High School,29,40370,24,Widowed,3.0,Mortgage,472.0,0.1250038203157595,7,2,0.1965082142033662,0,Education,0,22,13,3519,1330,74295,29075,6664.166666666667,0.8700124608263703,,45220,0.20337,0.1966892226660906,2048.1401045858247,0.3781628267479041,46.0,0
2056-02-19,55,48198,609,Unemployed,High School,33,12465,36,Widowed,4.0,Rent,649.0,0.3009158899897842,3,0,0.1443923547238066,0,Home,0,28,2,1465,2039,84302,22175,4016.5,0.9548845662640344,2.0,62127,0.192965,0.1727709028953683,446.1321153974524,0.2726583133069718,53.0,0
2050-07-04,44,39560,594,Employed,High School,23,19616,36,Single,0.0,Own,385.0,0.5760738194874142,4,0,0.1763670066191687,0,Education,1,23,17,1094,929,22140,42428,3296.6666666666665,0.8460684397768411,10.0,8437,0.207616,0.20803974519296,737.0613013755475,0.3403623765547666,58.0,0
2052-06-04,20,61993,456,,Associate,0,"$15,126",36,Married,2.0,Rent,271.0,0.276179931368091,3,2,0.4510562403377443,0,Home,0,25,26,1312,796,29080,33116,5166.083333333333,0.8604876133401526,3.0,1376,0.272126,0.267961602717809,615.8692511633068,0.1716714953939909,59.0,0
2069-06-06,36,80009,594,Self-Employed,Bachelor,-1,25018,24,Divorced,0.0,Rent,401.0,0.3235845693872006,4,2,0.2491244950768994,0,Home,0,20,24,5866,1532,22465,7559,6667.416666666667,0.7430580764010085,6.0,14906,0.203018,0.2199286102666006,1297.799475436024,0.2547912572989574,43.2,1
2047-01-18,31,69106,467,Employed,Bachelor,12,20811,48,Divorced,1.0,Own,758.0,0.3041285863853794,2,0,0.0937572539404808,0,Home,0,21,28,2814,2752,79133,25112,5758.833333333333,0.9467031212819772,1.0,54021,0.282311,0.3006397183293492,750.0952477263795,0.261875133457537,48.0,0
2061-08-04,33,66027,563,Employed,Associate,10,15467,48,Divorced,1.0,Own,632.0,0.0444147347848123,1,3,0.1168039656513894,0,Education,0,27,27,11006,431,12378,47942,5502.25,0.7350943902070308,5.0,1893,0.228967,0.2383198961165382,502.8170596636799,0.2062460011202108,39.2,1
2054-07-16,44,68279,613,Employed,Master,25,27388,36,Married,1.0,Mortgage,401.0,0.1859027506937995,4,2,0.2213012605685716,0,Debt Consolidation,0,24,18,4272,3061,32985,47940,5689.916666666667,0.9804715253529392,3.0,1171,0.205888,0.2118766053892567,1034.4855157731408,0.2522858593312393,38.400000000000006,1
2046-11-26,43,70746,541,Employed,Bachelor,19,25043,36,Married,2.0,Rent,211.0,0.0374147555601217,1,3,0.0830801967630264,0,Debt Consolidation,0,18,15,2979,1512,51510,16624,5895.5,0.7860262054118176,4.0,34886,0.239543,0.2186845818079381,954.7001696875132,0.1977271087588013,39.2,1
2049-02-24,51,118803,599,Unemployed,High School,30,27841,96,Married,1.0,Mortgage,404.0,0.5159709753845082,2,1,0.3432627069434419,0,Auto,0,18,18,1662,352,196363,14615,9900.25,0.8075659878583489,,181748,0.263341,0.2268896205262268,630.8770522115068,0.1045303959204572,42.400000000000006,1
2037-06-07,39,15986,612,Unemployed,Bachelor,16,22991,36,Widowed,0.0,Mortgage,518.0,0.0225949958633026,2,0,0.623333026740858,0,Home,0,29,9,3068,429,44629,3365,1332.1666666666667,0.9263440413762066,4.0,41264,0.201991,0.1737393021343344,823.9768464891822,1.0073640784355178,60.0,0
2036-03-15,53,53453,574,Employed,High School,32,12354,36,Widowed,3.0,Mortgage,298.0,0.469349976242662,7,0,0.5160887843045415,0,Auto,0,25,4,6741,507,30582,6691,4454.416666666667,0.803290217315459,8.0,23891,0.210354,0.2057184062756821,462.72638241358896,0.1707802478619173,62.0,0
2031-09-27,64,53986,658,,Bachelor,44,28890,120,Married,1.0,Rent,984.0,0.2791688386977687,2,3,0.4691143686666376,0,Debt Consolidation,0,28,18,2496,371,98159,22831,4498.833333333333,0.8242969251596112,4.0,75328,0.25489,0.2533978308418543,664.160405980428,0.366352848363745,51.0,0
2069-08-16,64,38902,950,Employed,Bachelor,39,19108,60,Single,0.0,Rent,226.0,0.0798696019117604,4,0,0.5042200815861524,0,Debt Consolidation,0,26,5,10481,1579,77922,14421,3241.833333333333,0.907489595884058,4.0,63501,0.255608,0.2649694696436713,577.7375077993624,0.2479268442134684,58.0,0
2035-06-01,50,51185,549,Self-Employed,Master,28,39320,60,Divorced,0.0,Rent,481.0,0.4680347319727898,5,1,0.028833988237974,0,Home,0,27,11,5456,594,40778,36094,4265.416666666667,0.761845439137593,7.0,4684,0.26982,0.2617473865875981,1181.3302483183802,0.3897228285595498,54.0,0
2057-05-15,50,55070,603,Employed,Bachelor,27,28570,120,Divorced,0.0,Mortgage,544.0,0.3123004335114066,1,2,0.1534417173756872,0,Debt Consolidation,0,18,23,721,5156,55074,28587,4589.166666666667,0.6062727295021645,9.0,26487,0.28207,0.29077984608455,733.7725721126876,0.2784323745297303,47.0,0
2041-04-28,32,33656,601,Unemployed,Doctorate,8,19912,24,Single,0.0,Own,196.0,0.6104700218688404,4,1,0.5755749180328733,1,Debt Consolidation,0,24,17,1282,393,37071,20456,2804.6666666666665,0.7876955072763238,6.0,16615,0.194412,0.1743303840024999,988.6425336383064,0.4223826480764107,73.0,0
2030-08-08,59,18390,631,Employed,Bachelor,36,38958,96,Married,1.0,Own,238.0,0.1223465600793992,2,0,0.2140301284947517,0,Debt Consolidation,0,16,9,3161,725,88492,171675,1532.5,0.9535180389351308,7.0,8541,0.258458,0.2321267495203699,896.002621160857,0.7399690839548821,51.0,0
2039-07-18,26,25441,572,Unemployed,Associate,6,28187,48,Married,1.0,Rent,362.0,0.2446452933758919,3,0,0.3776629806003063,0,Debt Consolidation,1,29,14,7983,1359,22800,368821,2120.083333333333,0.9181916244232832,4.0,9975,0.237187,0.2846244,989.8502966715904,0.6376401698069685,65.0,0
2039-02-19,25,78488,561,Employed,High School,3,12559,96,Married,0.0,Mortgage,579.0,0.1242781173382768,6,1,0.516206583016032,0,Home,0,26,6,2847,7143,22519,8995,6540.666666666667,0.6653870858060612,4.0,13524,0.267059,0.2764014370898129,325.89124954203714,0.1383484735820054,59.0,0
2057-12-05,36,10000000,596,Self-Employed,High School,15,15943,36,Married,1.0,Mortgage,782.0,0.610901482075347,1,3,0.4085801396989638,0,Auto,0,23,20,389,2667,77693,16445,1716.3333333333333,0.7069486774066781,2.0,61248,0.202943,0.212915500876539,603.0427953786051,0.8069777405585193,61.0,0
2055-06-18,31,33362,578,Employed,Master,-1,21224,48,Married,2.0,Mortgage,592.0,0.3381663248994326,4,0,0.1046168038418733,0,Home,0,29,10,1763,1110,126125,26115,2780.1666666666665,0.7121493586168606,2.0,100010,0.227224,0.2526200336145179,706.8319197229753,0.4671777182625653,47.0,0
2053-10-28,38,150592,616,Employed,Bachelor,16,20725,60,Married,2.0,Other,527.0,0.2058227628417956,2,0,0.1007764065072487,0,Education,0,25,2,2130,1193,25266,28834,12549.333333333334,0.6506658805744873,6.0,10646,0.217725,0.2032300312782857,552.8171524698012,0.0860457781929824,39.2,1
2039-05-10,18,23934,550,Employed,Doctorate,0,15248,24,Widowed,0.0,Mortgage,374.0,0.0511595633595012,1,0,0.3132906902040817,0,Home,0,28,6,13135,472,62857,26959,1994.5,0.6548365180500911,1.0,35898,0.215248,0.2237708601046099,793.8803920541064,0.5855504597914797,57.0,0
2055-10-01,33,113956,506,Employed,Bachelor,7,17909,36,Single,1.0,Mortgage,356.0,0.1194035690549502,1,1,0.754412424199725,0,Home,0,25,8,4365,650,58135,7912,9496.333333333334,0.8998576767613699,4.0,50223,0.249909,0.2491286587880166,711.2336609035399,0.1123837615469346,44.0,1
2039-01-14,58,102553,651,Employed,Master,36,30768,60,Married,1.0,Own,979.0,0.2178921033383672,3,1,0.4270369100941525,0,Auto,0,30,6,1164,566,180200,149670,8546.083333333334,0.6300533412708905,4.0,30530,0.210268,0.1922201788333019,801.9022893700537,0.2083881258709218,40.8,1
2036-07-12,43,42523,555,Employed,Bachelor,20,44256,48,Married,0.0,Mortgage,508.0,0.3383058662834514,4,0,0.3435340807777334,0,Debt Consolidation,0,23,7,268,643,9586,125485,3543.583333333333,0.7786091513409731,2.0,6828,0.261756,0.230886644966315,1420.6206574896871,0.5442571758783774,56.0,0
2040-01-23,36,15541,496,Employed,High School,14,44100,108,Widowed,3.0,Mortgage,157.0,0.1781745197087891,4,0,0.3999184917403305,0,Home,1,22,27,30288,1943,76193,36991,1295.0833333333333,0.6628519450946746,6.0,39202,0.3410999999999999,0.3718583283640051,1419.1357040565138,1.2170148927789823,61.0,0
2069-07-03,42,23464,578,,Associate,21,"$14,397",48,Married,1.0,Mortgage,1029.0,0.0753598345557036,7,1,0.0587020225645413,0,Education,0,20,14,3375,449,104206,8060,1955.3333333333333,0.9608902496542664,9.0,96146,0.220397,0.2259229862570797,458.2350777903635,0.7606043698211883,49.0,0
2037-05-31,34,15000,555,Employed,High School,13,10261,60,Single,0.0,Mortgage,319.0,0.6049494800805053,6,0,0.2665362497446369,0,Other,0,23,21,1205,1960,22408,16041,1250.0,0.3645350985638283,5.0,6367,0.237761,0.2336761505464012,291.43375034281826,0.4883470002742546,56.0,0
2070-12-10,23,85639,498,Unemployed,Master,2,30587,60,Divorced,4.0,Rent,416.0,0.6116325094554406,2,1,0.2346895578983545,0,Home,0,30,25,1191,1237,38670,5184,7136.583333333333,0.8152151285088224,4.0,33486,0.286587,0.2292696,860.9788609706683,0.1789342044121022,44.8,1
2041-06-22,54,71503,592,Self-Employed,High School,28,20374,60,Divorced,1.0,Own,1337.0,0.208125101931613,1,1,0.2796951272675151,0,Education,0,28,6,2938,1676,185206,57343,5958.583333333333,0.9623523235429376,5.0,127863,0.229374,0.243111393331942,589.8037979652892,0.3233660905917719,53.0,0
2032-07-13,29,27429,579,Self-Employed,Associate,7,18485,96,Single,2.0,Mortgage,396.0,0.1099251458730892,6,1,0.231946561873747,0,Home,0,27,1,2085,1585,39607,25779,2285.75,0.9548037097030524,5.0,13828,0.263985,0.2919430684194213,499.40533584040656,0.391733713590903,60.0,0
2042-12-28,30,16043,609,Employed,High School,7,22987,72,Married,0.0,Mortgage,283.0,0.508123471469375,3,1,0.5391129760037451,0,Debt Consolidation,0,23,17,3174,3959,152345,18723,1336.9166666666667,0.9223955042707777,8.0,133622,0.233487,0.2532354230585762,623.7763660105373,0.6782594522300347,54.0,0
2049-03-25,30,23290,600,Employed,High School,9,10257,48,Married,1.0,,684.0,0.0744509712686181,6,1,0.3756202319191166,0,Auto,0,20,4,1530,536,98834,16686,1940.8333333333333,0.8008387609790344,4.0,82148,0.205257,0.1981954760370989,311.13892699297264,0.5127379615249322,53.0,0
2040-08-07,41,17071,636,Unemployed,Master,17,20516,60,Divorced,2.0,Mortgage,208.0,0.4658178334024221,1,0,0.1694215015140282,0,Home,1,28,27,4430,1451,78631,16462,1422.5833333333333,0.8901585636536765,4.0,62169,0.207516,0.201903532934057,545.7237627484999,0.5298274941703474,57.0,0
2041-10-15,64,18482,567,Employed,High School,46,38040,96,Single,0.0,Own,,0.0640012249132025,5,1,0.4912974315269248,0,Education,0,26,20,2058,1660,49650,8365,770.0833333333334,0.9135690823185652,11.0,41285,0.2895399999999999,0.3474479999999999,1177.429252400338,1.062501408332651,57.0,0
2048-12-01,54,40046,642,Employed,Associate,32,57939,84,Single,4.0,Rent,449.0,0.0440497695048342,0,0,0.2144518712893414,0,Debt Consolidation,0,23,29,902,937,49441,21125,3337.1666666666665,0.7543519899503441,5.0,28316,0.261939,0.2530691639454436,1477.919615003758,0.5774118608611372,49.0,0
2023-06-21,29,17664,482,Employed,High School,9,"$50,927",24,Married,0.0,Rent,280.0,0.3442143846763801,2,0,0.3573462182643197,0,Auto,0,23,17,5910,3757,23197,19998,1472.0,0.956303529476122,4.0,3199,0.284927,0.2586972018274691,2740.324923050731,2.0518511705507683,56.0,0
2025-03-30,30,24544,596,Self-Employed,Associate,9,16984,36,Married,1.0,Mortgage,396.0,0.0686570011895038,4,3,0.1227728324407933,0,Home,0,24,15,1670,519,31334,25899,2045.3333333333333,0.7978231271168198,5.0,5435,0.203984,0.1975429265225415,629.0620078455655,0.5011711250874668,54.0,0
2030-08-14,48,105881,598,Self-Employed,Master,28,12316,120,Married,0.0,Own,595.0,0.105648586384237,1,1,0.5050373798157106,0,Auto,0,22,22,4732,1142,35972,12702,8823.416666666666,0.8107517905810513,5.0,23270,0.268316,0.2803136948641661,306.90959450905166,0.1022177268264242,47.2,1
2062-06-16,53,113831,637,Self-Employed,Bachelor,31,13216,36,Divorced,1.0,Mortgage,263.0,0.3536618604747057,1,0,0.3057936158281011,0,Debt Consolidation,0,15,7,659,209,102481,20455,9485.916666666666,0.9563460729529752,4.0,82026,0.179716,0.1721939943934916,472.6307867070428,0.0775497838065598,41.6,1
2050-08-24,32,29645,530,Employed,High School,9,23865,72,Single,1.0,Rent,334.0,0.3630649004705837,3,1,0.3442825757211524,0,Home,0,33,25,3487,1533,95925,57973,2470.4166666666665,0.5340482831573307,2.0,37952,0.273865,0.2638264463066652,663.2504993144094,0.403677044755369,56.0,0
2069-02-22,41,23483,613,Employed,Bachelor,16,32523,24,Married,0.0,Mortgage,254.0,0.1068114213354358,1,0,0.3877214622056384,0,Debt Consolidation,0,30,12,1721,1404,123128,90854,978.4583333333334,0.8505152179590262,8.0,32274,0.2010229999999999,0.2231213514296039,1692.2505557246222,0.9945495323721614,52.0,0
